match_id,season,date,venue,team1,team2,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_runs,win_by_wickets
359,2013,2013-04-22,Eden Gardens,Delhi Capitals,Punjab Kings,Delhi Capitals,field,143,164,Punjab Kings,0,6
360,2013,2013-04-12,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,192,173,Sunrisers Hyderabad,19,0
361,2014,2014-04-26,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,173,176,Delhi Capitals,0,6
362,2014,2014-04-16,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,140,169,Chennai Super Kings,0,7
363,2014,2014-04-25,Eden Gardens,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,169,172,Mumbai Indians,0,7
364,2014,2014-04-18,Sawai Mansingh Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,161,144,Chennai Super Kings,17,0
365,2014,2014-04-05,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Punjab Kings,bat,187,112,Mumbai Indians,75,0
366,2014,2014-04-13,PCA Stadium Mohali,Delhi Capitals,Punjab Kings,Punjab Kings,field,139,134,Delhi Capitals,5,0
367,2014,2014-04-06,PCA Stadium Mohali,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,130,155,Rajasthan Royals,0,5
368,2014,2014-04-10,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,181,148,Rajasthan Royals,33,0
369,2014,2014-04-09,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,168,139,Royal Challengers Bangalore,29,0
370,2014,2014-04-07,PCA Stadium Mohali,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,187,156,Delhi Capitals,31,0
371,2014,2014-04-26,Rajiv Gandhi Intl Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,199,187,Delhi Capitals,12,0
372,2014,2014-04-28,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,168,138,Mumbai Indians,30,0
373,2014,2014-04-10,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,145,161,Chennai Super Kings,0,3
374,2014,2014-04-26,Sawai Mansingh Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,145,170,Delhi Capitals,0,5
375,2014,2014-04-01,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,141,147,Royal Challengers Bangalore,0,4
376,2014,2014-04-26,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,148,145,Sunrisers Hyderabad,3,0
377,2014,2014-04-07,PCA Stadium Mohali,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,199,132,Chennai Super Kings,67,0
378,2014,2014-04-20,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,143,169,Kolkata Knight Riders,0,9
379,2014,2014-04-13,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,137,152,Royal Challengers Bangalore,0,1
380,2014,2014-04-01,PCA Stadium Mohali,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,155,164,Delhi Capitals,0,1
381,2014,2014-04-03,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,192,160,Kolkata Knight Riders,32,0
382,2014,2014-04-24,PCA Stadium Mohali,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,195,177,Kolkata Knight Riders,18,0
383,2014,2014-04-17,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,199,149,Mumbai Indians,50,0
384,2014,2014-04-08,PCA Stadium Mohali,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,150,135,Punjab Kings,15,0
385,2014,2014-04-14,Eden Gardens,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,146,174,Royal Challengers Bangalore,0,7
386,2014,2014-04-24,MA Chidambaram Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,173,185,Punjab Kings,0,3
387,2014,2014-04-23,Eden Gardens,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,180,140,Sunrisers Hyderabad,40,0
388,2014,2014-04-26,Sawai Mansingh Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,155,149,Mumbai Indians,6,0
389,2014,2014-04-26,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,163,124,Royal Challengers Bangalore,39,0
390,2014,2014-04-04,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,187,142,Royal Challengers Bangalore,45,0
391,2014,2014-04-08,Sawai Mansingh Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,135,140,Sunrisers Hyderabad,0,1
392,2014,2014-04-01,Sawai Mansingh Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,167,145,Kolkata Knight Riders,22,0
393,2014,2014-04-07,Arun Jaitley Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,136,164,Chennai Super Kings,0,9
394,2014,2014-04-10,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,145,161,Sunrisers Hyderabad,0,6
395,2014,2014-04-16,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,170,152,Punjab Kings,18,0
396,2014,2014-04-21,PCA Stadium Mohali,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,178,170,Rajasthan Royals,8,0
397,2014,2014-04-06,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,161,165,Mumbai Indians,0,6
398,2014,2014-04-11,Rajiv Gandhi Intl Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,166,129,Punjab Kings,37,0
399,2014,2014-04-29,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,172,165,Delhi Capitals,7,0
400,2014,2014-04-08,M. Chinnaswamy Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,133,163,Punjab Kings,0,4
401,2014,2014-04-15,PCA Stadium Mohali,Delhi Capitals,Punjab Kings,Delhi Capitals,field,159,146,Delhi Capitals,13,0
402,2014,2014-04-10,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,144,140,Sunrisers Hyderabad,4,0
403,2014,2014-04-06,M. Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,169,153,Punjab Kings,16,0
404,2014,2014-04-09,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,170,128,Rajasthan Royals,42,0
405,2014,2014-04-19,Eden Gardens,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,163,165,Rajasthan Royals,0,9
406,2014,2014-04-09,Rajiv Gandhi Intl Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,191,153,Punjab Kings,38,0
407,2014,2014-04-23,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,141,168,Royal Challengers Bangalore,0,4
408,2014,2014-04-25,MA Chidambaram Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,field,145,181,Punjab Kings,0,9
409,2014,2014-04-12,Eden Gardens,Punjab Kings,Mumbai Indians,Punjab Kings,field,173,151,Punjab Kings,22,0
410,2014,2014-04-12,MA Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,161,158,Sunrisers Hyderabad,3,0
411,2014,2014-04-08,Sawai Mansingh Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,182,139,Punjab Kings,43,0
412,2014,2014-04-08,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,144,142,Royal Challengers Bangalore,2,0
413,2014,2014-04-13,M. Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,177,144,Punjab Kings,33,0
414,2014,2014-04-05,M. Chinnaswamy Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,169,136,Chennai Super Kings,33,0
415,2014,2014-04-22,Sawai Mansingh Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,163,156,Punjab Kings,7,0
416,2014,2014-04-15,Eden Gardens,Punjab Kings,Mumbai Indians,Mumbai Indians,field,141,135,Punjab Kings,6,0
417,2014,2014-04-18,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,182,167,Rajasthan Royals,15,0
418,2014,2014-04-07,M. Chinnaswamy Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,164,149,Rajasthan Royals,15,0
419,2014,2014-04-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,158,184,Delhi Capitals,0,2
420,2014,2014-04-10,Wankhede Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,147,145,Rajasthan Royals,2,0
421,2015,2015-04-01,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,146,151,Sunrisers Hyderabad,0,8
422,2015,2015-04-02,PCA Stadium Mohali,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,149,180,Punjab Kings,0,9
423,2015,2015-04-19,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,192,156,Sunrisers Hyderabad,36,0
424,2015,2015-04-24,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,168,174,Mumbai Indians,0,7
425,2015,2015-04-04,PCA Stadium Mohali,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,172,144,Mumbai Indians,28,0
426,2015,2015-04-04,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,162,162,Chennai Super Kings,0,5
427,2015,2015-04-17,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,168,153,Chennai Super Kings,15,0
428,2015,2015-04-21,M. Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,158,162,Royal Challengers Bangalore,0,1
429,2015,2015-04-22,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,167,174,Delhi Capitals,0,9
430,2015,2015-04-29,Sawai Mansingh Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,164,162,Sunrisers Hyderabad,2,0
431,2015,2015-04-20,Sawai Mansingh Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,162,121,Delhi Capitals,41,0
432,2015,2015-04-04,Eden Gardens,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,183,172,Chennai Super Kings,11,0
433,2015,2015-04-13,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,163,122,Chennai Super Kings,41,0
434,2015,2015-04-24,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,185,199,Punjab Kings,0,4
435,2015,2015-04-14,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,200,157,Chennai Super Kings,43,0
436,2015,2015-04-29,PCA Stadium Mohali,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,150,182,Royal Challengers Bangalore,0,7
437,2015,2015-04-04,Eden Gardens,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,146,180,Royal Challengers Bangalore,0,6
438,2015,2015-04-26,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,172,159,Kolkata Knight Riders,13,0
439,2015,2015-04-06,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,170,157,Kolkata Knight Riders,13,0
440,2015,2015-04-09,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,172,160,Mumbai Indians,12,0
441,2015,2015-04-04,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,144,151,Sunrisers Hyderabad,0,1
442,2015,2015-04-04,MA Chidambaram Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,159,148,Delhi Capitals,11,0
443,2015,2015-04-27,MA Chidambaram Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,163,156,Rajasthan Royals,7,0
444,2015,2015-04-02,PCA Stadium Mohali,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,153,139,Sunrisers Hyderabad,14,0
445,2015,2015-04-12,Sawai Mansingh Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,147,128,Royal Challengers Bangalore,19,0
446,2015,2015-04-22,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,189,156,Mumbai Indians,33,0
447,2015,2015-04-21,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,200,143,Chennai Super Kings,57,0
448,2015,2015-04-27,M. Chinnaswamy Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,154,156,Rajasthan Royals,0,4
449,2015,2015-04-27,M. Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,173,182,Royal Challengers Bangalore,0,7
450,2015,2015-04-05,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,172,165,Chennai Super Kings,7,0
451,2015,2015-04-28,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,158,150,Mumbai Indians,8,0
452,2015,2015-04-15,Arun Jaitley Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,field,150,146,Punjab Kings,4,0
453,2015,2015-04-25,Arun Jaitley Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,174,159,Punjab Kings,15,0
454,2015,2015-04-08,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,181,126,Kolkata Knight Riders,55,0
455,2015,2015-04-11,M. Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,148,166,Royal Challengers Bangalore,0,7
456,2015,2015-04-27,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,185,182,Kolkata Knight Riders,3,0
457,2015,2015-04-16,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,166,167,Chennai Super Kings,0,8
458,2015,2015-04-15,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,174,192,Chennai Super Kings,0,2
459,2015,2015-04-22,Eden Gardens,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,174,151,Sunrisers Hyderabad,23,0
460,2015,2015-04-28,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,174,148,Chennai Super Kings,26,0
461,2015,2015-04-08,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,150,165,Chennai Super Kings,0,3
462,2015,2015-04-21,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,174,187,Royal Challengers Bangalore,0,8
463,2015,2015-04-21,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,161,167,Sunrisers Hyderabad,0,1
464,2015,2015-04-20,Eden Gardens,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,186,146,Punjab Kings,40,0
465,2015,2015-04-20,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,160,201,Rajasthan Royals,0,7
466,2015,2015-04-06,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,131,157,Chennai Super Kings,0,6
467,2015,2015-04-01,Arun Jaitley Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,bat,148,152,Mumbai Indians,0,3
468,2015,2015-04-25,MA Chidambaram Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,186,166,Royal Challengers Bangalore,20,0
469,2015,2015-04-29,Wankhede Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,155,180,Kolkata Knight Riders,0,9
470,2015,2015-04-18,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,178,175,Royal Challengers Bangalore,3,0
471,2015,2015-04-15,Sawai Mansingh Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,163,175,Chennai Super Kings,0,4
472,2015,2015-04-21,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,171,153,Royal Challengers Bangalore,18,0
473,2015,2015-04-20,PCA Stadium Mohali,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,179,143,Rajasthan Royals,36,0
474,2015,2015-04-05,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,137,132,Mumbai Indians,5,0
475,2015,2015-04-23,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,199,139,Delhi Capitals,60,0
476,2015,2015-04-24,M. Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,179,158,Mumbai Indians,21,0
477,2015,2015-04-17,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,161,159,Chennai Super Kings,2,0
478,2015,2015-04-07,PCA Stadium Mohali,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,179,159,Punjab Kings,20,0
479,2015,2015-04-14,MA Chidambaram Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,157,155,Delhi Capitals,2,0
480,2015,2015-04-27,Eden Gardens,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,186,135,Mumbai Indians,51,0
481,2016,2016-04-22,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,144,172,Sunrisers Hyderabad,0,3
482,2016,2016-04-04,M. Chinnaswamy Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,168,180,Punjab Kings,0,2
483,2016,2016-04-17,PCA Stadium Mohali,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,186,177,Kolkata Knight Riders,9,0
484,2016,2016-04-15,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,184,184,Royal Challengers Bangalore,0,8
485,2016,2016-04-29,PCA Stadium Mohali,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,168,127,Punjab Kings,41,0
486,2016,2016-04-24,Arun Jaitley Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,168,147,Mumbai Indians,21,0
487,2016,2016-04-16,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,147,190,Chennai Super Kings,0,1
488,2016,2016-04-09,Rajiv Gandhi Intl Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,156,170,Sunrisers Hyderabad,0,3
489,2016,2016-04-29,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,179,147,Royal Challengers Bangalore,32,0
490,2016,2016-04-27,Sawai Mansingh Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,145,143,Kolkata Knight Riders,2,0
491,2016,2016-04-13,M. Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,187,149,Delhi Capitals,38,0
492,2016,2016-04-04,MA Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,165,149,Kolkata Knight Riders,16,0
493,2016,2016-04-29,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,183,152,Mumbai Indians,31,0
494,2016,2016-04-25,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,140,160,Rajasthan Royals,0,6
495,2016,2016-04-16,Rajiv Gandhi Intl Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,187,160,Mumbai Indians,27,0
496,2016,2016-04-19,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,170,142,Royal Challengers Bangalore,28,0
497,2016,2016-04-12,M. Chinnaswamy Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,175,150,Rajasthan Royals,25,0
498,2016,2016-04-15,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,153,141,Punjab Kings,12,0
499,2016,2016-04-05,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,155,141,Mumbai Indians,14,0
500,2016,2016-04-23,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,153,169,Chennai Super Kings,0,1
501,2016,2016-04-29,Sawai Mansingh Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,175,155,Sunrisers Hyderabad,20,0
502,2016,2016-04-23,Sawai Mansingh Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,186,131,Delhi Capitals,55,0
503,2016,2016-04-06,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,142,138,Rajasthan Royals,4,0
504,2016,2016-04-19,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,166,161,Royal Challengers Bangalore,5,0
505,2016,2016-04-28,Rajiv Gandhi Intl Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,159,172,Chennai Super Kings,0,7
506,2016,2016-04-14,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,151,154,Delhi Capitals,0,8
507,2016,2016-04-21,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,173,154,Kolkata Knight Riders,19,0
508,2016,2016-04-05,Sawai Mansingh Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,139,160,Rajasthan Royals,0,4
509,2016,2016-04-13,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,176,185,Royal Challengers Bangalore,0,9
510,2016,2016-04-18,M. Chinnaswamy Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,170,156,Mumbai Indians,14,0
511,2016,2016-04-23,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,155,177,Kolkata Knight Riders,0,1
512,2016,2016-04-22,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,158,157,Rajasthan Royals,1,0
513,2016,2016-04-13,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,157,203,Mumbai Indians,0,9
514,2016,2016-04-12,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,182,156,Sunrisers Hyderabad,26,0
515,2016,2016-04-16,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,178,136,Royal Challengers Bangalore,42,0
516,2016,2016-04-02,Sawai Mansingh Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,160,177,Mumbai Indians,0,3
517,2016,2016-04-16,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,135,185,Royal Challengers Bangalore,0,7
518,2016,2016-04-26,PCA Stadium Mohali,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,159,134,Chennai Super Kings,25,0
519,2016,2016-04-11,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,163,153,Chennai Super Kings,10,0
520,2016,2016-04-10,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,134,161,Mumbai Indians,0,9
521,2016,2016-04-21,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,174,142,Kolkata Knight Riders,32,0
522,2016,2016-04-11,M. Chinnaswamy Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,155,139,Punjab Kings,16,0
523,2016,2016-04-29,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,154,171,Delhi Capitals,0,4
524,2016,2016-04-01,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,160,173,Rajasthan Royals,0,9
525,2016,2016-04-06,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,167,148,Mumbai Indians,19,0
526,2016,2016-04-28,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,191,155,Rajasthan Royals,36,0
527,2016,2016-04-02,Wankhede Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,164,164,Sunrisers Hyderabad,0,7
528,2016,2016-04-20,Wankhede Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,160,142,Punjab Kings,18,0
529,2016,2016-04-20,Rajiv Gandhi Intl Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,159,165,Rajasthan Royals,0,7
530,2016,2016-04-26,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,173,173,Rajasthan Royals,0,3
531,2016,2016-04-13,Wankhede Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,142,161,Delhi Capitals,0,6
532,2016,2016-04-02,MA Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,189,128,Mumbai Indians,61,0
533,2016,2016-04-11,Rajiv Gandhi Intl Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,field,167,135,Mumbai Indians,32,0
534,2016,2016-04-15,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,147,188,Royal Challengers Bangalore,0,3
535,2016,2016-04-13,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,158,121,Sunrisers Hyderabad,37,0
536,2016,2016-04-16,Sawai Mansingh Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,154,175,Punjab Kings,0,5
537,2016,2016-04-04,Rajiv Gandhi Intl Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,145,183,Royal Challengers Bangalore,0,6
538,2016,2016-04-22,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,149,128,Sunrisers Hyderabad,21,0
